tau,w_c,v_c
  8.5839999999999996E+00, -3.9260389506407520E-02, -1.3124737919378340E-01
  8.5920000000000005E+00, -4.0409054370759437E-02, -1.6799450540681568E-01
  8.5999999999999996E+00, -4.2024075893755328E-02, -2.2403873256797346E-01
  8.6080000000000005E+00, -4.3810238100492005E-02, -2.3083402838520381E-01
  8.6159999999999997E+00, -4.6121879823226623E-02, -3.6271474612221705E-01
  8.6240000000000006E+00, -4.9255405373822392E-02, -3.7297836202598961E-01
  8.6319999999999997E+00, -5.1693390306560075E-02, -2.5294474562165559E-01
  8.6400000000000006E+00, -5.3837491818360263E-02, -3.0256395400756775E-01
  8.6479999999999997E+00, -5.6410728734406390E-02, -3.2304295045306403E-01
  8.6560000000000006E+00, -5.8938055319809911E-02, -3.1462699342146816E-01
  8.6639999999999997E+00, -6.1406228550518506E-02, -2.8941151345384480E-01
  8.6720000000000006E+00, -6.3449190550506740E-02, -2.2822863923005277E-01
  8.6799999999999997E+00, -6.5263812867956864E-02, -2.3206299624455359E-01
  8.6880000000000006E+00, -6.7100089599014062E-02, -2.1955907207965067E-01
  8.6959999999999997E+00, -6.8716360252265116E-02, -1.8276860684233115E-01
  8.7040000000000006E+00, -7.0002590765861711E-02, -1.4165204524769928E-01
  8.7119999999999997E+00, -7.1156906268449532E-02, -1.6088027061148766E-01
  8.7200000000000006E+00, -7.2673968532266001E-02, -2.1630314408438198E-01
  8.7279999999999998E+00, -7.4608963406990414E-02, -2.7092234231917933E-01
  8.7360000000000007E+00, -7.6946180062429079E-02, -2.9456142587469553E-01
  8.7439999999999998E+00, -7.8960771028822638E-02, -2.0031471162290712E-01
  8.7520000000000007E+00, -8.0347808377012858E-02, -1.6398582223100702E-01
  8.7599999999999998E+00, -8.1527387806174120E-02, -1.0719488030351249E-01
  8.7680000000000007E+00, -8.1817535037479641E-02,  2.5274019244452769E-02
  8.7759999999999998E+00, -8.1548611269867594E-02,  1.6587223108742662E-02
  8.7840000000000007E+00, -8.1707241696429442E-02, -5.4461319977118242E-02
  8.7919999999999998E+00, -8.2340867275606813E-02, -9.4980215246068145E-02
  8.8000000000000007E+00, -8.2997020606360328E-02, -5.5773212305651236E-02
  8.8079999999999998E+00, -8.3246860584966054E-02, -2.1913116305220300E-02
  8.8160000000000007E+00, -8.3595010768054354E-02, -7.2542774016399678E-02
  8.8239999999999998E+00, -8.4439384499943718E-02, -1.4064509059020611E-01
  8.8320000000000007E+00, -8.5842467628505170E-02, -2.0186750306992696E-01
  8.8399999999999999E+00, -8.7465752424760249E-02, -1.9753406802697926E-01
  8.8480000000000008E+00, -8.9075295469760438E-02, -2.0841065508672715E-01
  8.8559999999999999E+00, -9.0567079966256070E-02, -1.3836564521569225E-01
  8.8640000000000008E+00, -9.1174096198657087E-02, -3.5741541382196325E-02
  8.8719999999999999E+00, -9.1575211979608453E-02, -6.9742575912015312E-02
  8.8800000000000008E+00, -9.1956989852075302E-02, -4.4064131828952437E-03
  8.8879999999999999E+00, -9.1794171886058457E-02,  1.3161103084588299E-02
  8.8960000000000008E+00, -9.2008225948574995E-02, -5.3792874055527115E-02
  8.9039999999999999E+00, -9.2309192367033235E-02, -1.3696286823012428E-02
  8.9120000000000008E+00, -9.2385021220389302E-02, -1.6257596103141720E-02
  8.9199999999999999E+00, -9.2525220181196313E-02, -1.0090887087728317E-02
  8.9280000000000008E+00, -9.2587020221958999E-02, -1.7977175846723124E-02
  8.9359999999999999E+00, -9.2881326630556107E-02, -4.3705729125994762E-02
  8.9440000000000008E+00, -9.3011647375224840E-02,  1.9284906886958685E-02
  8.9520000000000000E+00, -9.2722203195003017E-02,  3.1787881065247978E-02
  8.9600000000000009E+00, -9.2812303055735998E-02, -6.3821010443712828E-02
  8.9680000000000000E+00, -9.3641364830861815E-02, -1.2323732564942068E-01
  8.9760000000000009E+00, -9.4479265117296374E-02, -8.0779797406061560E-02
  8.9840000000000000E+00, -9.5091437421017028E-02, -8.4247416243688991E-02
  8.9920000000000009E+00, -9.5768935286702828E-02, -6.9879980377798093E-02
  9.0000000000000000E+00, -9.6155689951338122E-02, -4.3361675390176886E-02
  9.0079999999999991E+00, -9.6744904282991290E-02, -1.0312273702517966E-01
  9.0160000000000000E+00, -9.7496676329507190E-02, -6.7495668830115041E-02
  9.0239999999999991E+00, -9.7917101599850273E-02, -5.7727968273872519E-02
  9.0320000000000000E+00, -9.8521588400132462E-02, -8.0183140277941156E-02
  9.0399999999999991E+00, -9.9002208265319011E-02, -4.2835402602894410E-02
  9.0480000000000000E+00, -9.9385969049469794E-02, -5.6957761462972302E-02
  9.0559999999999992E+00, -9.9796698571671338E-02, -4.1440398463098070E-02
  9.0640000000000001E+00, -1.0026147414225529E-01, -9.6820049364698874E-02
  9.0719999999999992E+00, -1.0143102380971177E-01, -1.7794460095260589E-01
  9.0800000000000001E+00, -1.0272093648398731E-01, -1.2841887427054061E-01
  9.0879999999999992E+00, -1.0344329166104557E-01, -5.8416754584183973E-02
  9.0960000000000001E+00, -1.0383890787122090E-01, -5.5893777731943650E-02
  9.1039999999999992E+00, -1.0446079980508385E-01, -8.8317378378394387E-02
  9.1120000000000001E+00, -1.0480408436919013E-01,  2.8397942547909047E-02
  9.1199999999999992E+00, -1.0404031431965577E-01,  1.3509195109914451E-01
  9.1280000000000001E+00, -1.0301706462424787E-01,  1.1632036167003476E-01
  9.1359999999999992E+00, -1.0209651166675726E-01,  1.1248500870307540E-01
  9.1440000000000001E+00, -1.0137905368728739E-01,  6.2011719105206947E-02
  9.1519999999999992E+00, -1.0092691385242254E-01,  6.7087247189112215E-02
  9.1600000000000001E+00, -1.0031124536686403E-01,  7.1426855461244665E-02
  9.1679999999999993E+00, -9.9882601504695842E-02,  4.9978211078835801E-02
  9.1760000000000002E+00, -9.9191341992376364E-02,  1.2883307166153454E-01
  9.1839999999999993E+00, -9.8070878566334799E-02,  1.2777864216797200E-01
  9.1920000000000002E+00, -9.7310278782431425E-02,  6.6596900152998489E-02
  9.1999999999999993E+00, -9.6909344329958264E-02,  3.5018370576404764E-02
  9.2080000000000002E+00, -9.6765977223285962E-02,  1.9508239252383642E-03
  9.2159999999999993E+00, -9.6779351470488689E-02,  5.7644156135288477E-03
  9.2240000000000002E+00, -9.6472727184276741E-02,  7.8344691295450380E-02
  9.2319999999999993E+00, -9.5680466269349826E-02,  9.2694638897797166E-02
  9.2400000000000002E+00, -9.5372520840460301E-02, -1.8947423115693939E-02
  9.2479999999999993E+00, -9.5685814543453609E-02, -3.7168304309392525E-02
  9.2560000000000002E+00, -9.5910375986355670E-02, -2.8831239732039216E-02
  9.2639999999999993E+00, -9.6123010979129689E-02, -6.0070276075914787E-03
  9.2720000000000002E+00, -9.5795538213871184E-02,  7.9966096110208496E-02
  9.2799999999999994E+00, -9.5133505719165637E-02,  8.0519770883701700E-02
  9.2880000000000003E+00, -9.4220470318863991E-02,  1.6779641340686866E-01
  9.2959999999999994E+00, -9.2617197750020419E-02,  1.9582941532131315E-01
  9.3040000000000003E+00, -9.1477559462155286E-02,  9.6897055680940578E-02
  9.3119999999999994E+00, -9.0689068230446104E-02,  1.1266846511403517E-01
  9.3200000000000003E+00, -8.9858251048377205E-02,  7.6146249105322777E-02
  9.3279999999999994E+00, -8.9483560200452950E-02,  3.3862085561903774E-02
  9.3360000000000003E+00, -8.9102790702652757E-02,  6.3257663664326821E-02
  9.3439999999999994E+00, -8.8520390459886925E-02,  8.1665172516855358E-02
  9.3520000000000003E+00, -8.7768845846132079E-02,  1.0667350268332257E-01
  9.3599999999999994E+00, -8.6805849406865268E-02,  1.3772421632269058E-01
  9.3680000000000003E+00, -8.5521566922859851E-02,  1.7800940453397279E-01
  9.3759999999999994E+00, -8.4176854175028307E-02,  1.4590138546911355E-01
  9.3840000000000003E+00, -8.3167300908212130E-02,  1.1817402951109565E-01
  9.3919999999999995E+00, -8.2145333792568345E-02,  1.4022762576802794E-01
  9.4000000000000004E+00, -8.0857505816410311E-02,  1.8842315765283629E-01
  9.4079999999999995E+00, -7.9206087958982263E-02,  1.9923155769040055E-01
  9.4160000000000004E+00, -7.8188248093214160E-02,  3.8527525832363393E-02
  9.4239999999999995E+00, -7.8345492853184082E-02, -4.4449482946164597E-02
  9.4320000000000004E+00, -7.8621082094523009E-02, -3.1779466947507704E-02
  9.4399999999999995E+00, -7.9071114572196413E-02, -8.3589687541817601E-02
  9.4480000000000004E+00, -7.9791312352402499E-02, -8.3224249519133223E-02
  9.4559999999999995E+00, -8.0296210358116238E-02, -4.0534232485834099E-02
  9.4640000000000004E+00, -8.0423352561998604E-02,  4.7166611014806837E-03
  9.4719999999999995E+00, -8.0410812254298941E-02, -1.5042577201547645E-02
  9.4800000000000004E+00, -8.0707432585588920E-02, -5.0796290997231111E-02
  9.4879999999999995E+00, -8.1088402725313841E-02, -4.0164807216257814E-02
  9.4960000000000004E+00, -8.1246625324786076E-02,  1.3007263942909792E-02
  9.5039999999999996E+00, -8.0760476353501004E-02,  9.9902858625358554E-02
  9.5120000000000005E+00, -7.9970312943828309E-02,  8.3897104629795174E-02
  9.5199999999999996E+00, -7.9287279883603803E-02,  1.0631752716434636E-01
  9.5280000000000005E+00, -7.8204643552525030E-02,  1.5050822860195845E-01
  9.5359999999999996E+00, -7.6987351460399894E-02,  1.6763804491699841E-01
  9.5440000000000005E+00, -7.5254833290407261E-02,  2.6006315072740926E-01
  9.5519999999999996E+00, -7.3345245752395677E-02,  1.8405165642867236E-01
  9.5600000000000005E+00, -7.2264437725977237E-02,  1.2132682980910904E-01
  9.5679999999999996E+00, -7.0970548277359269E-02,  2.0038955016010421E-01
  9.5760000000000005E+00, -6.9363681448717421E-02,  1.8794069200184388E-01
  9.5839999999999996E+00, -6.7878325121616664E-02,  1.9669983673695324E-01
  9.5920000000000005E+00, -6.6140764157731916E-02,  2.3506219673123532E-01
  9.5999999999999996E+00, -6.4108031015372324E-02,  2.7780618020089132E-01
  9.6080000000000005E+00, -6.1706420013414968E-02,  3.1281592064414571E-01
  9.6159999999999997E+00, -5.9281866164665832E-02,  2.8913464744483475E-01
  9.6240000000000006E+00, -5.6973430922867212E-02,  3.0213263238156657E-01
  9.6319999999999997E+00, -5.4224092589721322E-02,  3.9289406837932112E-01
  9.6400000000000006E+00, -5.0815110945559516E-02,  4.3456626697084050E-01
  9.6479999999999997E+00, -4.7684961621372174E-02,  3.3741966211071495E-01
  9.6560000000000006E+00, -4.5249693473534566E-02,  2.8774170099270696E-01
  9.6639999999999997E+00, -4.3117329044965881E-02,  2.2613699248912872E-01
  9.6720000000000006E+00, -4.1756046526418199E-02,  1.3206994828821927E-01
  9.6799999999999997E+00, -4.0557950329561367E-02,  1.8127051384070822E-01
  9.6880000000000006E+00, -3.9025217708379800E-02,  1.8415733052729263E-01
  9.6959999999999997E+00, -3.7592188653569114E-02,  1.9195680507215554E-01
  9.7040000000000006E+00, -3.5784751148773511E-02,  2.5481780907485435E-01
  9.7119999999999997E+00, -3.3627506946950526E-02,  2.8744905543323723E-01
  9.7200000000000006E+00, -3.1075917504906847E-02,  3.4694951040847927E-01
  9.7279999999999998E+00, -2.8353717882226223E-02,  3.1660447458258834E-01
  9.7360000000000007E+00, -2.5987315343772879E-02,  2.9091066807148031E-01
  9.7439999999999998E+00, -2.3532020912060005E-02,  3.2095402122518130E-01
  9.7520000000000007E+00, -2.0961161270627710E-02,  3.1693895721744353E-01
  9.7599999999999998E+00, -1.8516932463623799E-02,  2.8969913189201590E-01
  9.7680000000000007E+00, -1.6311216437288483E-02,  2.7324337404060040E-01
  9.7759999999999998E+00, -1.3943566078220143E-02,  3.1711480685229099E-01
  9.7840000000000007E+00, -1.1578680175221940E-02,  2.4910472338594308E-01
  9.7919999999999998E+00, -9.9748300754640036E-03,  1.7489818641337862E-01
  9.8000000000000007E+00, -8.4609234499263952E-03,  2.0548284254785426E-01
  9.8079999999999998E+00, -6.7831275388974405E-03,  2.1761876228147689E-01
  9.8160000000000007E+00, -4.7297753567680043E-03,  3.0557435588652743E-01
  9.8239999999999998E+00, -2.1308357200548822E-03,  3.1311426394877651E-01
  9.8320000000000007E+00, -1.7131190808567445E-05,  2.1816914097431947E-01
  9.8399999999999999E+00,  1.5309269226212593E-03,  1.7459019033907752E-01
  9.8480000000000008E+00,  2.8027809753302067E-03,  1.5059503573311914E-01
  9.8559999999999999E+00,  4.1879893756215161E-03,  2.0988298167852987E-01
  9.8640000000000008E+00,  6.1718502080557675E-03,  2.7557412772884032E-01
  9.8719999999999999E+00,  8.4571611653501064E-03,  2.9457829376379008E-01
  9.8800000000000008E+00,  1.0964380022736628E-02,  3.3893527383046562E-01
  9.8879999999999999E+00,  1.3896841036359868E-02,  3.8427726318394489E-01
  9.8960000000000008E+00,  1.6768378306554699E-02,  3.1065699001425451E-01
  9.9039999999999999E+00,  1.8861265936380649E-02,  2.4132414698571517E-01
  9.9120000000000008E+00,  2.1186648939634563E-02,  3.5468969371976694E-01
  9.9199999999999999E+00,  2.4264812747475807E-02,  3.8515430706441667E-01
  9.9280000000000008E+00,  2.7193869619442531E-02,  3.5893015131366790E-01
  9.9359999999999999E+00,  3.0145005805706181E-02,  3.7321473757209533E-01
  9.9440000000000008E+00,  3.3096389081469661E-02,  3.7780256484956132E-01
  9.9520000000000000E+00,  3.6549131511319652E-02,  4.9299506478440308E-01
  9.9600000000000009E+00,  4.0623384540521237E-02,  4.9163025657907872E-01
  9.9680000000000000E+00,  4.4313874962638326E-02,  4.5658342303213684E-01
  9.9760000000000009E+00,  4.8321213392232915E-02,  5.4582042488887039E-01
  9.9840000000000000E+00,  5.2752164001381052E-02,  5.4633788885642465E-01
  9.9920000000000009E+00,  5.7108385727725010E-02,  5.5368633692297220E-01
  1.0000000000000000E+01,  6.1589853316796637E-02,  5.5225251524303265E-01
  1.0007999999999999E+01,  6.5739055696798887E-02,  4.8091873281083053E-01
  1.0016000000000000E+01,  6.9309852362734278E-02,  4.1485077342113763E-01
  1.0023999999999999E+01,  7.2449949855472193E-02,  3.7664530950070807E-01
  1.0032000000000000E+01,  7.5377499819876320E-02,  3.5069088178599045E-01
  1.0039999999999999E+01,  7.7996750507227625E-02,  3.0993886970159601E-01
  1.0048000000000000E+01,  8.0572834569271168E-02,  3.4512645392766228E-01
  1.0055999999999999E+01,  8.3412313194059506E-02,  3.4570799515344858E-01
  1.0064000000000000E+01,  8.5907735810309999E-02,  2.7744883186245944E-01
  1.0071999999999999E+01,  8.7845831853865200E-02,  2.0042703294519820E-01
  1.0080000000000000E+01,  8.9074528204184669E-02,  1.2045476702618180E-01
  1.0087999999999999E+01,  9.0176600956240707E-02,  1.7272533926085623E-01
  1.0096000000000000E+01,  9.1707187249194369E-02,  1.8489320869856607E-01
  1.0103999999999999E+01,  9.2932467127593690E-02,  1.3042588837494135E-01
  1.0112000000000000E+01,  9.4053753573207721E-02,  1.5834938146458166E-01
  1.0119999999999999E+01,  9.5419956397345324E-02,  1.7746482748066103E-01
  1.0128000000000000E+01,  9.6878049850456713E-02,  1.8855469963195973E-01
  1.0135999999999999E+01,  9.8444650497620564E-02,  2.0424132868633588E-01
  1.0144000000000000E+01,  1.0017370640095193E-01,  2.2499685216171930E-01
  1.0151999999999999E+01,  1.0185267192225328E-01,  1.8116926890595103E-01
  1.0160000000000000E+01,  1.0309241089888697E-01,  1.4530479987716050E-01
  1.0167999999999999E+01,  1.0436277787915600E-01,  1.6650338050450661E-01
  1.0176000000000000E+01,  1.0553431365662945E-01,  1.2216399503662460E-01
  1.0183999999999999E+01,  1.0650996457372447E-01,  1.3506151171223307E-01
  1.0192000000000000E+01,  1.0762483694114494E-01,  1.2861328394536828E-01
  1.0199999999999999E+01,  1.0856873481084665E-01,  1.2626302118524410E-01
  1.0208000000000000E+01,  1.0982995574897864E-01,  1.7618614640922717E-01
  1.0215999999999999E+01,  1.1103163667241538E-01,  1.2111489778386234E-01
  1.0224000000000000E+01,  1.1225681290735713E-01,  2.2651820318455496E-01
  1.0231999999999999E+01,  1.1477725819095777E-01,  3.7107924390282337E-01
  1.0240000000000000E+01,  1.1755299520555042E-01,  3.0051279027298000E-01
  1.0247999999999999E+01,  1.1957633620378996E-01,  2.1183914545216667E-01
  1.0256000000000000E+01,  1.2095354883598058E-01,  1.3183910001925328E-01
  1.0263999999999999E+01,  1.2178829517573982E-01,  8.7497329599370302E-02
  1.0272000000000000E+01,  1.2243133465633151E-01,  7.0792167532568145E-02
  1.0279999999999999E+01,  1.2287724200743182E-01,  4.2004617003390518E-02
  1.0288000000000000E+01,  1.2318127796918646E-01,  4.0394229884228208E-02
  1.0295999999999999E+01,  1.2361859904521708E-01,  7.1535703074270082E-02
  1.0304000000000000E+01,  1.2421652891843835E-01,  6.2655145744311719E-02
  1.0311999999999999E+01,  1.2448036120558249E-01,  1.1649526390889082E-02
  1.0320000000000000E+01,  1.2471919308833009E-01,  6.2257977871586032E-02
  1.0327999999999999E+01,  1.2539317000646283E-01,  9.1827369859200647E-02
  1.0336000000000000E+01,  1.2620050960098664E-01,  1.2717573980948566E-01
  1.0343999999999999E+01,  1.2754419628570257E-01,  1.9068066231718606E-01
  1.0352000000000000E+01,  1.2879021460410434E-01,  1.0726910377598178E-01
  1.0359999999999999E+01,  1.2952103526976880E-01,  1.0423584519055558E-01
  1.0368000000000000E+01,  1.3058790787179003E-01,  1.4614658926717800E-01
  1.0375999999999999E+01,  1.3156285325492581E-01,  9.0601720385162121E-02
  1.0384000000000000E+01,  1.3206139770166755E-01,  3.5445854944503627E-02
  1.0391999999999999E+01,  1.3217697324944402E-01,  5.6895611146526512E-03
  1.0400000000000000E+01,  1.3245377465837974E-01,  7.5126476452766877E-02
  1.0407999999999999E+01,  1.3323320205200084E-01,  9.6610160449182733E-02
  1.0416000000000000E+01,  1.3373723155664161E-01,  2.5782581003109144E-02
  1.0423999999999999E+01,  1.3367168580149283E-01, -4.0531918875783647E-02
  1.0432000000000000E+01,  1.3316980994275227E-01, -7.4064219701455727E-02
  1.0440000000000000E+01,  1.3259730126700794E-01, -7.4556201293672963E-02
  1.0448000000000000E+01,  1.3181704443451825E-01, -1.1805142481293047E-01
  1.0456000000000000E+01,  1.3108437231485748E-01, -3.7071379988879660E-02
  1.0464000000000000E+01,  1.3123814255480201E-01,  4.7051759310232061E-02
  1.0472000000000000E+01,  1.3139876704251979E-01, -1.2906929063265446E-02
  1.0480000000000000E+01,  1.3118613921345609E-01, -3.5268814844244316E-02
  1.0488000000000000E+01,  1.3065081161316225E-01, -1.1332491806869310E-01
  1.0496000000000000E+01,  1.2943501924613954E-01, -1.6995651420137203E-01
  1.0504000000000000E+01,  1.2817702245266283E-01, -1.4447222928490402E-01
  1.0512000000000000E+01,  1.2700241475157600E-01, -1.5403387333922985E-01
  1.0520000000000000E+01,  1.2570277531026405E-01, -1.7370150835450623E-01
  1.0528000000000000E+01,  1.2410639186533774E-01, -2.3070849599672427E-01
  1.0536000000000000E+01,  1.2209350733120206E-01, -2.5817835066792777E-01
  1.0544000000000000E+01,  1.2022355863640273E-01, -1.9725374331891571E-01
  1.0552000000000000E+01,  1.1899746344120748E-01, -1.1654093634803571E-01
  1.0560000000000000E+01,  1.1812486171736107E-01, -1.1274556848732561E-01
  1.0568000000000000E+01,  1.1731668690878194E-01, -6.6165069454762901E-02
  1.0576000000000001E+01,  1.1725128410845403E-01,  3.4681447154886857E-02
  1.0584000000000000E+01,  1.1740764862393452E-01, -1.3060361182149127E-02
  1.0592000000000001E+01,  1.1720792795399448E-01, -1.4939726993045407E-02
  1.0600000000000000E+01,  1.1718101352763027E-01, -1.3636900093445285E-02
  1.0608000000000001E+01,  1.1675857391555176E-01, -8.2905419815572395E-02
  1.0616000000000000E+01,  1.1613394401131372E-01, -7.0450254635987836E-02
  1.0624000000000001E+01,  1.1536650520939462E-01, -1.3608373523905551E-01
  1.0632000000000000E+01,  1.1414612739270961E-01, -1.3928029018607743E-01
  1.0640000000000001E+01,  1.1337104326315488E-01, -6.4701949213696430E-02
  1.0648000000000000E+01,  1.1286530463006404E-01, -6.4805874035320982E-02
  1.0656000000000001E+01,  1.1243907124404777E-01, -4.1756132606292698E-02
  1.0664000000000000E+01,  1.1194404618396420E-01, -1.0191152546650036E-01
  1.0672000000000001E+01,  1.1076354263272255E-01, -1.7716217740853130E-01
  1.0680000000000000E+01,  1.0943265453352061E-01, -1.4129373253813091E-01
  1.0688000000000001E+01,  1.0855618790171527E-01, -8.5394533925207239E-02
  1.0696000000000000E+01,  1.0780624690841710E-01, -1.2022352320588341E-01
  1.0704000000000001E+01,  1.0658194656857582E-01, -1.6855385278680049E-01
  1.0712000000000000E+01,  1.0546799320901884E-01, -1.0082399911810548E-01
  1.0720000000000001E+01,  1.0477547652910305E-01, -9.2150300412536842E-02
  1.0728000000000000E+01,  1.0390604088575761E-01, -1.1592537591699716E-01
  1.0736000000000001E+01,  1.0304635810756274E-01, -9.8629687645860817E-02
  1.0744000000000000E+01,  1.0236200557902976E-01, -6.2052886233859385E-02
  1.0752000000000001E+01,  1.0217852630624036E-01,  7.4141024466427546E-03
  1.0760000000000000E+01,  1.0208711124963875E-01, -5.2360124491905018E-02
  1.0768000000000001E+01,  1.0139040717019547E-01, -9.7775466114244827E-02
  1.0776000000000000E+01,  1.0081755169977395E-01, -4.5039395126347630E-02
  1.0784000000000001E+01,  1.0048856442960682E-01, -4.8520547984888064E-02
  1.0792000000000000E+01,  9.9969570248494691E-02, -8.1285230404315303E-02
  1.0800000000000001E+01,  9.9242551342248408E-02, -9.1620365171211166E-02
  1.0808000000000000E+01,  9.8679825575035365E-02, -4.2575799569163339E-02
  1.0816000000000001E+01,  9.8554426807304696E-02,  1.0880189848858668E-02
  1.0824000000000000E+01,  9.8956136757453753E-02,  9.4916285678550372E-02
  1.0832000000000001E+01,  9.9855895486604992E-02,  9.8225216465680346E-02
  1.0840000000000000E+01,  1.0015739181398384E-01, -2.0217783695851331E-02
  1.0848000000000001E+01,  9.9839502262998411E-02, -4.6451701020775130E-02
  1.0856000000000000E+01,  9.9289353843502390E-02, -1.0481252774010291E-01
  1.0864000000000001E+01,  9.8255159403834030E-02, -1.3171970603681929E-01
  1.0872000000000000E+01,  9.7328883830082605E-02, -1.1384170764484895E-01
  1.0880000000000001E+01,  9.6178160042804842E-02, -1.7082649014714696E-01
  1.0888000000000000E+01,  9.4884843883187339E-02, -1.4384380929473783E-01
  1.0896000000000001E+01,  9.3547783649032046E-02, -2.2475603681509440E-01
  1.0904000000000000E+01,  9.1147888421827639E-02, -3.4936672027538712E-01
  1.0912000000000001E+01,  8.8513081818506228E-02, -2.8970003749236961E-01
  1.0920000000000000E+01,  8.6465859139396653E-02, -2.3494412216914787E-01
  1.0928000000000001E+01,  8.4645533546824345E-02, -2.2096181307074420E-01
  1.0936000000000000E+01,  8.2903862382568028E-02, -2.1840388153927204E-01
  1.0944000000000001E+01,  8.1086406476523668E-02, -2.3937947154212152E-01
  1.0952000000000000E+01,  7.9044565770447994E-02, -2.6851314241020247E-01
  1.0960000000000001E+01,  7.6936812009664096E-02, -2.4719039408819227E-01
  1.0968000000000000E+01,  7.5132710782995146E-02, -2.1043253649523361E-01
  1.0976000000000001E+01,  7.3509595821421636E-02, -1.8934710966286461E-01
  1.0984000000000000E+01,  7.2224350725013320E-02, -1.3458473457483922E-01
  1.0992000000000001E+01,  7.1156629316443232E-02, -1.4011091864594014E-01
  1.1000000000000000E+01,  7.0142047385682277E-02, -9.7023622369359797E-02
  1.1007999999999999E+01,  6.9516684473886758E-02, -9.0122594355219868E-02
  1.1016000000000000E+01,  6.8295204122118772E-02, -2.1156919946830183E-01
  1.1023999999999999E+01,  6.6584554543618987E-02, -1.8912939100917261E-01
  1.1032000000000000E+01,  6.5270826561281345E-02, -1.5802780120681587E-01
  1.1039999999999999E+01,  6.3903992446362953E-02, -1.7622380848258468E-01
  1.1048000000000000E+01,  6.2643845270415485E-02, -1.3174464464258212E-01
  1.1055999999999999E+01,  6.1864494507578555E-02, -5.6575492138083466E-02
  1.1064000000000000E+01,  6.1780616281532114E-02,  2.5100970012204904E-02
  1.1071999999999999E+01,  6.1918817646111936E-02, -9.7660778986861044E-03
  1.1080000000000000E+01,  6.1593978014613471E-02, -6.0111000061901558E-02
  1.1087999999999999E+01,  6.1109393218548247E-02, -5.6478429925560208E-02
  1.1096000000000000E+01,  6.0780872910399630E-02, -1.8964063643539097E-02
  1.1103999999999999E+01,  6.0727953097440363E-02, -1.5625212036947611E-02
  1.1112000000000000E+01,  6.0181833104564063E-02, -1.2590618649617116E-01
  1.1119999999999999E+01,  5.8928032006189686E-02, -1.7332349896191690E-01
  1.1128000000000000E+01,  5.7345997669099820E-02, -2.3581639178182925E-01
  1.1135999999999999E+01,  5.5212845252353010E-02, -2.7231043450233061E-01
  1.1144000000000000E+01,  5.3327768234993897E-02, -2.0040932720397259E-01
  1.1151999999999999E+01,  5.1732986545403328E-02, -2.0856068622759139E-01
  1.1160000000000000E+01,  5.0197188067849723E-02, -1.5157085809561580E-01
  1.1167999999999999E+01,  4.9415126669840069E-02, -5.9540483878134876E-02
  1.1176000000000000E+01,  4.8910849377689858E-02, -7.9121280911283176E-02
  1.1183999999999999E+01,  4.8134546725817282E-02, -1.0957056195684539E-01
  1.1192000000000000E+01,  4.7264812465641397E-02, -1.0066437277846001E-01
  1.1199999999999999E+01,  4.6575329187533966E-02, -7.6756167301788941E-02
  1.1208000000000000E+01,  4.5841380191969046E-02, -1.1985813266903267E-01
  1.1215999999999999E+01,  4.4544243410094241E-02, -2.0550597103287083E-01
  1.1224000000000000E+01,  4.2637601968872681E-02, -2.5616857313519309E-01
  1.1231999999999999E+01,  4.0813334744681740E-02, -1.8137033475615139E-01
  1.1240000000000000E+01,  3.9611118843697495E-02, -1.5267809853471781E-01
  1.1247999999999999E+01,  3.7934610358375809E-02, -2.6454537193313182E-01
  1.1256000000000000E+01,  3.5784507028928818E-02, -2.5172322902823008E-01
  1.1263999999999999E+01,  3.3773477013236249E-02, -2.7637156700473914E-01
  1.1272000000000000E+01,  3.1280615198104517E-02, -3.2421213113546982E-01
  1.1279999999999999E+01,  2.8942400487965540E-02, -2.5997757238980079E-01
  1.1288000000000000E+01,  2.6869334585294998E-02, -2.6793120066995663E-01
  1.1295999999999999E+01,  2.4802111110734805E-02, -2.3580140607691941E-01
  1.1304000000000000E+01,  2.2991981741173229E-02, -2.3882910698435120E-01
  1.1311999999999999E+01,  2.0811207456626672E-02, -2.9571000983356749E-01
  1.1320000000000000E+01,  1.8520319287455605E-02, -2.7149149324598881E-01
  1.1327999999999999E+01,  1.6371804707334191E-02, -2.6987475896369068E-01
  1.1336000000000000E+01,  1.4331134498080267E-02, -2.2684745926374469E-01
  1.1343999999999999E+01,  1.2801219875355027E-02, -1.6410499927921016E-01
  1.1352000000000000E+01,  1.1487221295993855E-02, -1.7865192593942919E-01
  1.1359999999999999E+01,  9.7716541959759970E-03, -2.5246739351069625E-01
  1.1368000000000000E+01,  7.6530914909936024E-03, -2.5359835727843472E-01
  1.1375999999999999E+01,  5.9316980896468030E-03, -1.8374880814359504E-01
  1.1384000000000000E+01,  4.4441739145079486E-03, -1.9583538077618784E-01
  1.1391999999999999E+01,  2.9976779943038712E-03, -1.4518476602046831E-01
  1.1400000000000000E+01,  2.2291887796146988E-03, -5.4255066355332171E-02
  1.1407999999999999E+01,  2.0753052695457117E-03,  2.3136365829817568E-02
  1.1416000000000000E+01,  2.6801754362026590E-03,  1.1857458379393401E-01
  1.1423999999999999E+01,  3.6571041859243441E-03,  1.1104599408633622E-01
  1.1432000000000000E+01,  4.4767851522096490E-03,  1.0231741755730042E-01
  1.1440000000000000E+01,  5.2816363611016695E-03,  8.9323997345312739E-02
